EnsemblGeneID	R1L1Kidney	R1L3Kidney	R1L7Kidney	R2L2Kidney	R2L6Kidney	R1L2Liver	R1L4Liver	R1L6Liver	R1L8Liver	R2L3Liver
ENSG00000206052	8	7	3	3	4	0	1	1	0	2
ENSG00000150637	2	5	3	7	7	9	9	10	4	10
ENSG00000176225	33	35	26	39	35	17	12	25	14	16
ENSG00000170677	38	37	30	34	38	50	58	47	65	66
ENSG00000214255	1	0	1	4	0	1	0	1	0	0
ENSG00000210540	0	0	1	0	0	0	1	0	1	0
ENSG00000141668	2	2	0	3	2	1	0	0	0	0
ENSG00000166342	0	0	0	0	0	0	0	0	0	0
ENSG00000210546	0	0	0	0	0	0	0	0	0	0
ENSG00000141665	6	6	6	9	7	4	1	1	1	3
ENSG00000212010	0	0	0	0	0	0	0	0	0	0
ENSG00000075336	86	89	88	60	92	34	32	36	23	25
ENSG00000210553	0	0	0	0	0	0	0	0	0	0
ENSG00000166347	325	319	311	382	354	324	282	273	310	296
ENSG00000206043	0	0	1	0	0	0	0	0	0	0
ENSG00000187773	0	1	1	0	1	1	1	0	1	0
ENSG00000133313	1033	1026	1012	1024	1055	374	394	386	396	420
ENSG00000150656	11	14	8	14	7	77	79	57	74	69
ENSG00000206029	27	33	22	22	17	8	12	17	15	9
ENSG00000215422	14	27	13	13	12	2	1	1	1	4
ENSG00000166540	20	27	18	20	20	8	6	6	6	4
ENSG00000215421	29	41	29	42	32	14	15	11	11	9
ENSG00000180022	0	0	0	0	0	0	0	0	0	0
ENSG00000180011	184	173	167	176	163	75	69	65	64	79
ENSG00000179981	114	130	110	113	128	52	48	49	56	68
ENSG00000206026	1	0	0	0	0	0	0	0	0	0
ENSG00000101493	38	39	38	41	26	15	16	16	19	20
ENSG00000197964	0	0	0	0	0	0	0	0	0	0
ENSG00000130856	38	44	37	34	45	26	24	14	11	20
ENSG00000197971	14	14	3	7	11	7	6	10	5	5
ENSG00000166573	0	0	0	2	0	0	0	0	0	0
ENSG00000199392	0	0	0	0	0	0	0	0	0	0
ENSG00000199728	0	0	0	0	0	0	0	0	0	0
ENSG00000201723	0	0	0	0	0	0	0	0	0	0
ENSG00000151514	30	24	18	32	27	0	2	0	1	0
ENSG00000166377	34	21	27	25	32	13	13	15	11	7
ENSG00000203600	1	0	0	0	0	0	0	0	0	0
ENSG00000131196	36	25	21	26	26	6	7	3	5	4
ENSG00000198275	0	0	0	0	0	0	0	0	0	0
ENSG00000178412	0	0	0	0	0	0	0	0	0	0
ENSG00000060069	21	23	17	20	34	23	29	25	30	30
ENSG00000205974	0	2	1	1	0	1	2	2	2	2
ENSG00000178342	0	0	0	0	1	0	0	0	0	0
ENSG00000215413	81	84	80	101	111	293	298	304	267	312
ENSG00000122490	92	96	87	113	128	307	309	312	268	322
ENSG00000141759	64	75	64	78	96	49	42	30	26	48
ENSG00000210592	19	22	24	22	25	17	20	18	19	21
ENSG00000101546	34	32	33	30	34	26	24	20	28	34
ENSG00000101544	63	60	61	70	72	34	41	36	48	58
ENSG00000178184	63	57	59	83	72	15	15	13	11	25
ENSG00000197295	1	1	0	0	0	0	0	1	1	1
ENSG00000197031	0	0	0	0	0	0	0	0	0	0
ENSG00000196258	0	0	0	0	0	0	0	0	0	0
ENSG00000176705	0	0	0	0	0	0	0	0	0	0
ENSG00000176695	0	0	0	0	0	0	0	0	0	0
ENSG00000206055	0	0	0	0	0	0	0	0	0	0
ENSG00000206054	0	0	0	0	0	0	0	0	0	0
ENSG00000209552	0	0	0	0	0	0	0	0	0	0
ENSG00000141934	7	7	5	6	13	7	8	1	3	5
ENSG00000206051	0	0	0	0	0	0	0	1	0	0
ENSG00000105556	24	20	23	31	16	5	3	9	5	9
ENSG00000105549	0	0	0	0	0	0	0	0	0	0
ENSG00000183186	0	4	3	3	2	1	1	1	0	2
ENSG00000129946	22	18	24	21	20	111	107	84	88	112
ENSG00000214751	7	6	7	8	13	15	25	14	25	23
ENSG00000209556	0	0	0	0	0	0	0	0	0	1
ENSG00000181781	0	0	0	0	0	3	2	2	0	0
ENSG00000099866	0	0	0	0	1	0	0	1	0	0
ENSG00000141933	4	6	4	10	12	2	4	3	4	10
ENSG00000099804	37	45	36	33	41	81	70	71	77	98
ENSG00000197540	0	1	0	0	1	7	2	1	2	2
ENSG00000172270	1172	1088	1066	1236	1198	147	120	115	101	130
ENSG00000099822	15	14	17	25	18	1	0	0	2	0
ENSG00000099821	30	33	34	38	39	24	26	16	15	20
ENSG00000070388	0	0	0	0	0	0	0	0	0	0
ENSG00000196614	0	1	0	2	3	0	1	1	1	3
ENSG00000070423	23	24	20	31	28	38	26	16	29	25
ENSG00000070404	27	38	32	46	44	21	17	23	23	26
ENSG00000185198	0	0	0	0	0	0	0	0	0	0
ENSG00000213726	0	0	0	0	0	0	0	2	0	0
ENSG00000099864	148	150	104	172	163	5	13	12	9	15
ENSG00000099812	24	22	25	35	23	0	2	1	0	0
ENSG00000011304	325	334	311	373	369	238	273	227	209	262
ENSG00000129951	0	0	0	0	0	0	0	0	0	0
ENSG00000172232	0	0	0	0	0	0	0	0	1	0
ENSG00000196415	0	0	0	0	1	0	0	0	0	0
ENSG00000197561	0	0	0	0	0	1	0	0	0	0
ENSG00000197766	11	5	8	12	6	5	1	7	3	2
ENSG00000175221	64	56	60	48	64	36	36	30	27	42
ENSG00000207507	0	0	0	0	0	0	0	1	0	0
ENSG00000198858	71	69	69	75	86	65	42	62	52	60
ENSG00000116014	0	0	0	0	0	0	0	0	0	0
ENSG00000116017	16	16	24	18	24	11	4	9	12	8
ENSG00000065268	52	50	36	46	54	28	22	19	28	35
ENSG00000116032	19	13	8	17	13	13	17	12	17	12
ENSG00000182087	212	195	186	239	228	174	162	142	141	169
ENSG00000207357	0	0	0	0	0	0	0	0	0	0
ENSG00000064666	140	146	133	158	130	115	101	118	95	144
ENSG00000064687	28	23	25	29	32	13	21	12	13	17
ENSG00000180448	17	20	17	27	27	18	31	22	29	22
ENSG00000099817	126	113	124	155	149	121	135	123	113	148
ENSG00000167468	210	223	192	291	261	122	121	128	109	145
ENSG00000064932	70	73	54	92	77	39	40	37	34	62
ENSG00000214723	4	5	4	5	3	1	1	4	1	0
ENSG00000118046	63	62	80	82	86	61	64	57	56	67
ENSG00000099625	2	7	2	8	3	1	0	1	0	0
ENSG00000099624	190	164	141	202	204	122	94	90	88	118
ENSG00000167470	106	108	115	102	136	140	126	132	133	150
ENSG00000099622	514	527	519	511	592	181	183	179	179	203
ENSG00000175250	2	1	4	1	2	2	0	2	1	1
ENSG00000118050	30	19	19	30	23	44	44	39	45	54
ENSG00000099617	0	0	1	0	1	1	5	1	2	2
ENSG00000160953	69	59	46	64	63	98	83	94	61	109
ENSG00000115286	69	82	75	78	83	34	18	29	26	33
ENSG00000176936	0	0	0	0	1	0	1	0	0	0
ENSG00000130005	62	49	42	46	74	182	184	158	142	165
ENSG00000071626	114	114	115	132	134	105	105	101	89	98
ENSG00000115268	45	48	40	52	55	34	20	25	25	35
ENSG00000175992	1	1	1	0	0	1	2	1	2	0
ENSG00000115266	4	7	2	5	7	2	4	9	6	4
ENSG00000119559	39	42	37	39	42	32	20	29	29	34
ENSG00000115257	10	7	9	14	10	3	10	7	6	11
ENSG00000115255	34	33	51	39	49	209	186	182	163	227
ENSG00000185761	4	4	2	0	3	4	6	4	3	3
ENSG00000185988	0	0	0	0	0	2	0	0	0	0
ENSG00000181588	10	7	6	10	10	6	7	10	10	8
ENSG00000209572	0	0	0	1	2	0	0	0	0	0
ENSG00000071655	87	92	73	106	101	70	82	70	70	103
ENSG00000127540	265	299	274	295	307	193	204	163	173	220
ENSG00000071564	82	70	54	73	90	24	36	32	23	41
ENSG00000205922	0	0	0	0	0	0	0	0	0	0
ENSG00000214703	0	0	0	0	0	0	0	0	0	0
ENSG00000130270	0	2	1	1	0	1	2	0	0	2
ENSG00000079313	44	49	36	60	53	39	38	31	29	48
ENSG00000129911	25	29	36	39	42	44	30	33	34	58
ENSG00000129968	0	4	2	3	4	3	0	2	2	0
ENSG00000167475	98	102	100	132	118	46	36	42	47	50
ENSG00000213638	4	2	8	5	3	4	3	4	2	5
ENSG00000180846	1	0	0	0	0	0	0	0	0	1
ENSG00000133275	54	56	54	72	68	24	30	38	31	39
ENSG00000133243	92	105	86	127	100	53	72	48	51	44
ENSG00000099875	198	186	186	222	193	212	178	200	214	214
ENSG00000172081	41	57	44	73	48	36	31	26	37	35
ENSG00000099840	4	5	4	4	5	8	11	14	5	16
ENSG00000065000	378	412	427	445	441	283	291	283	262	320
ENSG00000104885	46	45	40	47	50	16	12	12	14	18
ENSG00000104886	107	100	92	127	135	63	42	39	34	48
ENSG00000104897	22	41	21	33	38	24	24	17	17	29
ENSG00000104899	0	2	0	0	0	0	3	1	0	0
ENSG00000167476	0	0	0	1	0	0	0	0	0	0
ENSG00000104904	616	596	578	672	642	466	460	406	429	508
ENSG00000188305	0	3	1	1	0	1	0	3	2	1
ENSG00000205881	0	0	0	0	0	1	4	0	0	0
ENSG00000130332	26	24	31	27	27	23	30	20	20	35
ENSG00000005206	46	41	44	58	52	22	17	16	22	24
ENSG00000178297	0	0	2	2	1	6	3	4	8	5
ENSG00000099800	81	111	72	107	111	86	83	93	85	109
ENSG00000176619	68	51	63	88	72	8	17	27	11	20
ENSG00000099860	211	197	205	228	231	135	131	131	123	126
ENSG00000209575	0	0	0	0	0	0	0	0	0	0
ENSG00000176533	118	123	109	102	121	24	34	17	18	25
ENSG00000213611	36	47	34	37	37	7	6	3	3	4
ENSG00000214571	0	0	0	1	0	0	0	0	0	0
ENSG00000105694	0	0	0	0	2	0	0	0	0	0
ENSG00000176490	52	50	43	43	48	0	1	2	0	0
ENSG00000141873	29	31	22	35	46	20	13	17	15	19
ENSG00000104969	106	84	94	108	125	85	88	76	68	89
ENSG00000172009	37	40	38	38	32	45	45	46	45	56
ENSG00000172006	18	22	21	22	16	17	26	24	30	17
ENSG00000186300	12	12	12	14	12	2	8	6	2	4
ENSG00000172000	1	4	2	0	2	1	1	0	0	0
ENSG00000175691	11	18	16	14	18	6	13	9	12	12
ENSG00000171970	19	14	15	24	12	8	8	9	4	5
ENSG00000104953	4	1	4	2	3	0	8	2	5	5
ENSG00000065717	68	58	64	79	72	32	29	16	12	22
ENSG00000104964	610	617	600	722	718	359	342	363	348	403
ENSG00000088256	59	72	64	86	86	23	17	17	20	18
ENSG00000181709	99	113	108	138	166	44	51	42	44	64
ENSG00000060558	0	0	1	1	2	3	4	0	0	1
ENSG00000125910	1	0	0	2	2	3	5	1	5	2
ENSG00000125912	94	83	78	91	84	83	79	80	82	89
ENSG00000161082	0	0	0	0	0	0	0	0	0	0
ENSG00000141905	34	48	26	41	53	37	32	30	37	27
ENSG00000095932	570	546	548	556	610	4	2	4	1	4
ENSG00000129932	22	22	22	30	28	14	15	16	11	13
ENSG00000173976	0	0	0	0	0	0	0	0	0	0
ENSG00000105325	90	99	99	105	103	49	66	62	55	60
ENSG00000161091	139	139	125	137	158	24	26	32	40	36
ENSG00000183397	8	13	13	13	5	6	0	1	2	2
ENSG00000064961	72	62	78	76	65	53	47	40	32	54
ENSG00000179855	3	5	1	4	7	0	0	0	0	1
ENSG00000212685	15	17	9	13	14	3	3	3	3	4
ENSG00000006638	4	5	8	10	12	9	8	4	3	11
ENSG00000105298	18	36	31	29	30	22	17	20	26	30
ENSG00000186111	82	79	66	89	99	23	31	26	10	22
ENSG00000105289	30	27	29	28	38	21	14	16	10	17
ENSG00000011132	10	16	14	19	17	9	8	11	9	9
ENSG00000183617	48	57	61	45	61	50	33	46	24	46
ENSG00000007264	4	1	1	3	2	6	4	2	1	3
ENSG00000105278	0	0	0	0	1	0	0	1	0	0
ENSG00000214516	4	3	2	2	1	2	3	4	2	4
ENSG00000167654	0	0	0	0	0	0	0	0	0	0
ENSG00000077009	2	1	1	2	3	1	0	1	1	0
ENSG00000167657	35	37	31	37	45	27	31	29	15	19
ENSG00000207733	0	0	0	0	0	0	0	0	0	0
ENSG00000167658	2908	2931	2668	3342	3130	1537	1528	1489	1376	1653
ENSG00000206775	0	0	0	0	1	0	0	0	0	0
ENSG00000105229	44	49	27	46	43	34	56	46	25	39
ENSG00000188205	0	0	0	0	0	2	1	0	1	1
ENSG00000178951	181	150	146	183	184	239	224	234	192	222
ENSG00000105248	16	16	20	19	15	14	8	22	11	11
ENSG00000126934	76	66	58	77	78	73	52	65	46	62
ENSG00000060566	9	14	12	8	7	860	845	752	776	888
ENSG00000077463	13	15	24	20	18	16	16	12	12	11
ENSG00000089847	6	7	11	10	3	14	17	7	12	9
ENSG00000105246	0	0	0	0	0	1	1	2	1	1
ENSG00000105251	0	1	1	2	0	4	4	6	6	8
ENSG00000167664	0	0	0	0	0	1	1	2	0	1
ENSG00000105255	0	0	1	0	1	1	4	4	2	1
ENSG00000178078	35	31	25	44	35	39	27	31	25	42
ENSG00000008382	44	42	38	39	37	32	29	33	33	40
ENSG00000141985	46	63	48	54	51	67	66	64	48	77
ENSG00000167670	16	23	10	11	15	6	11	8	13	7
ENSG00000167671	166	210	144	214	199	94	108	103	88	127
ENSG00000205801	6	7	5	10	6	3	8	9	6	6
ENSG00000167674	28	45	30	42	40	14	18	18	14	24
ENSG00000167676	19	16	12	23	35	65	55	74	64	83
ENSG00000214456	62	78	77	99	98	426	466	438	400	495
ENSG00000171236	23	18	13	21	22	1637	1580	1497	1520	1779
ENSG00000167680	10	3	2	6	12	6	2	8	5	7
ENSG00000185361	25	26	23	31	33	91	113	100	93	103
ENSG00000074842	83	80	51	78	85	203	190	202	175	210
ENSG00000142002	85	72	72	77	86	336	329	282	262	329
ENSG00000205790	10	11	12	9	15	26	39	42	32	36
ENSG00000176840	0	0	0	0	0	0	0	0	0	0
ENSG00000207630	0	0	0	0	0	0	0	0	0	0
ENSG00000141965	52	92	63	81	82	57	62	47	55	50
ENSG00000127666	18	16	18	15	20	20	21	32	12	14
ENSG00000105355	60	56	56	67	78	58	48	45	33	46
ENSG00000205784	0	1	0	0	0	0	0	0	0	0
ENSG00000176710	0	0	0	0	2	0	0	0	0	0
ENSG00000034063	0	0	0	1	0	1	0	0	0	0
ENSG00000127663	32	44	30	39	48	48	52	34	48	58
ENSG00000105426	88	90	96	79	91	50	47	36	30	37
ENSG00000105428	0	0	0	0	0	0	0	0	0	0
ENSG00000177408	11	9	4	4	4	2	0	0	0	4
ENSG00000182225	3	7	5	8	8	4	3	5	2	6
ENSG00000130254	219	220	248	264	244	138	132	94	102	131
ENSG00000160633	109	132	118	120	149	70	61	60	58	86
ENSG00000174917	50	62	46	81	73	23	28	15	16	23
ENSG00000167733	12	20	13	20	17	9	2	7	6	7
ENSG00000130255	250	278	203	294	286	247	204	188	189	256
ENSG00000196365	146	142	108	146	179	58	76	63	57	80
ENSG00000174898	0	0	0	0	0	0	0	0	1	0
ENSG00000212123	4	3	2	1	6	7	8	3	4	6
ENSG00000141994	16	14	14	18	18	10	6	4	8	16
ENSG00000171119	5	10	5	9	11	16	16	10	9	18
ENSG00000156413	105	86	85	92	112	30	20	18	27	31
ENSG00000171124	20	23	16	26	22	6	1	5	3	4
ENSG00000130383	0	0	0	0	0	0	0	0	0	0
ENSG00000174886	56	74	57	81	78	36	28	26	32	37
ENSG00000213496	113	130	107	140	141	85	80	73	68	92
ENSG00000187650	17	21	16	18	23	17	16	21	14	11
ENSG00000105519	65	62	53	71	74	32	33	33	31	48
ENSG00000031823	65	99	70	59	75	54	52	41	60	71
ENSG00000087903	7	12	10	8	4	3	4	5	2	5
ENSG00000213491	0	0	0	0	0	0	1	1	0	0
ENSG00000130377	3	4	2	2	3	2	0	0	1	1
ENSG00000130382	113	151	120	131	162	120	97	94	82	121
ENSG00000125651	100	133	98	131	139	61	54	43	53	57
ENSG00000167769	0	0	0	0	0	3	1	1	1	1
ENSG00000125656	56	61	38	55	63	37	36	28	37	43
ENSG00000125652	53	47	55	55	57	50	44	44	40	68
ENSG00000125650	0	0	0	1	1	1	1	1	1	2
ENSG00000214347	0	0	0	0	0	0	0	0	0	0
ENSG00000088247	98	106	98	112	117	71	66	75	68	86
ENSG00000181240	1	1	0	1	1	1	1	0	0	2
ENSG00000125648	52	45	43	64	73	20	15	9	9	12
ENSG00000130545	20	26	22	22	22	6	10	6	8	10
ENSG00000205744	99	86	97	74	72	43	25	34	34	48
ENSG00000104833	17	9	7	11	10	1	1	0	6	1
ENSG00000215937	0	1	0	0	0	0	0	0	1	0
ENSG00000125657	0	0	0	1	0	0	0	0	0	0
ENSG00000199223	0	0	0	0	0	0	0	0	0	0
ENSG00000125726	0	0	0	0	1	0	0	0	0	0
ENSG00000125735	0	3	2	2	0	27	41	30	41	41
ENSG00000125730	192	213	151	212	209	9971	9685	9457	8825	10829
ENSG00000125734	103	97	75	112	104	64	64	49	52	61
ENSG00000125733	108	113	112	125	129	31	33	26	31	34
ENSG00000125731	17	27	32	27	28	6	4	8	4	3
ENSG00000141968	6	6	3	5	6	11	6	5	6	10
ENSG00000209620	0	0	0	0	0	0	0	0	0	0
ENSG00000174837	0	1	0	0	1	0	0	1	0	0
ENSG00000186629	0	0	0	0	0	0	0	0	0	0
ENSG00000205720	0	0	0	0	0	0	0	0	0	0
ENSG00000205719	0	0	0	0	0	0	0	0	0	0
ENSG00000196589	0	0	0	0	0	0	0	1	0	1
ENSG00000184301	0	0	0	0	0	0	0	0	0	0
ENSG00000205718	0	0	0	0	0	0	0	0	0	0
ENSG00000205717	0	0	0	0	0	0	0	0	0	0
ENSG00000182315	0	0	0	0	0	0	0	0	0	0
ENSG00000130544	21	29	18	20	30	27	24	33	25	20
ENSG00000205714	0	0	1	1	0	0	0	0	0	0
ENSG00000171105	383	416	417	451	440	736	706	724	657	768
ENSG00000214296	140	135	118	153	155	77	56	48	49	70
ENSG00000104880	139	134	118	152	156	77	56	48	49	67
ENSG00000205708	1	1	0	0	0	0	0	0	2	2
ENSG00000104883	12	10	9	10	6	25	23	15	16	11
ENSG00000198723	0	0	1	1	1	0	0	1	0	0
ENSG00000198816	82	62	49	93	96	78	57	57	58	83
ENSG00000090674	42	38	34	27	40	14	10	10	22	17
ENSG00000032444	74	85	73	114	77	41	53	51	42	52
ENSG00000076826	40	30	31	45	42	31	36	35	26	42
ENSG00000076924	60	48	49	55	59	24	29	24	21	25
ENSG00000174788	12	5	8	11	14	1	4	1	5	0
ENSG00000076944	45	57	40	54	56	14	20	24	14	22
ENSG00000104918	0	0	0	0	0	0	0	0	1	0
ENSG00000183019	0	0	1	0	2	1	0	2	2	1
ENSG00000181029	27	37	32	55	51	29	31	25	19	43
ENSG00000104921	0	1	0	0	0	0	0	0	0	0
ENSG00000182566	1	0	0	0	0	20	25	21	21	27
ENSG00000090659	1	7	2	5	4	6	0	4	2	4
ENSG00000104938	0	3	2	2	0	38	38	44	33	35
ENSG00000205680	1	2	0	2	2	3	4	1	1	4
ENSG00000142459	42	55	44	61	74	16	19	12	10	22
ENSG00000183248	2	5	1	2	2	1	0	0	1	1
ENSG00000205677	0	1	0	1	4	1	0	0	0	0
ENSG00000199900	0	0	0	0	0	1	1	0	1	0
ENSG00000171017	9	9	8	15	7	11	11	7	16	11
ENSG00000211490	0	0	0	0	0	0	0	0	0	0
ENSG00000076984	90	103	76	104	100	103	87	91	80	104
ENSG00000104976	12	9	6	8	12	6	8	2	2	5
ENSG00000178531	6	4	1	5	6	1	0	0	0	1
ENSG00000104980	56	81	78	68	71	44	48	35	48	50
ENSG00000066044	191	169	176	176	202	110	87	92	77	72
ENSG00000131142	0	0	0	0	0	0	0	0	0	0
ENSG00000142449	46	30	32	41	40	0	0	0	0	1
ENSG00000090661	77	65	76	89	82	72	65	69	68	76
ENSG00000167775	44	38	36	44	38	21	12	14	9	12
ENSG00000167774	93	104	75	83	87	39	28	39	33	47
ENSG00000186994	15	11	20	19	12	4	6	1	4	3
ENSG00000167772	6	1	5	2	6	74	54	66	62	80
ENSG00000185236	152	166	166	184	191	132	127	115	122	148
ENSG00000099785	63	63	54	74	51	88	63	88	74	80
ENSG00000099783	329	326	305	325	327	222	194	208	179	206
ENSG00000133246	0	2	3	1	5	7	5	0	7	9
ENSG00000133250	10	10	6	16	12	8	6	7	6	6
ENSG00000142347	16	12	11	16	13	45	45	35	37	43
ENSG00000142303	25	18	15	20	34	15	10	13	18	28
ENSG00000181786	0	0	0	0	0	0	0	0	0	0
ENSG00000181733	0	0	0	0	0	0	0	0	0	0
ENSG00000167785	58	67	57	57	68	40	52	37	26	52
ENSG00000170948	0	0	0	0	0	0	0	0	0	0
ENSG00000205631	0	0	0	0	0	0	0	0	0	0
ENSG00000181143	0	0	0	0	0	0	0	0	0	0
ENSG00000170929	0	0	0	0	0	0	0	0	0	0
ENSG00000170923	0	0	0	0	0	0	0	0	0	0
ENSG00000161807	0	0	0	0	0	0	0	0	0	0
ENSG00000170920	0	0	0	0	0	0	0	0	1	0
ENSG00000130803	74	73	88	75	82	35	40	35	48	42
ENSG00000188000	0	0	0	0	1	0	1	0	0	0
ENSG00000174667	0	0	0	0	0	0	0	0	0	0
ENSG00000212261	0	0	0	0	0	1	0	0	0	0
ENSG00000188314	0	0	0	0	0	0	0	0	0	0
ENSG00000187847	0	0	0	0	0	0	0	0	0	0
ENSG00000105061	0	0	0	0	0	0	0	0	0	0
ENSG00000180926	0	0	0	0	0	0	0	0	0	0
ENSG00000196110	6	3	9	10	2	3	0	2	4	1
ENSG00000188321	56	37	59	42	46	14	16	11	13	12
ENSG00000188629	14	22	17	21	31	4	9	7	4	7
ENSG00000174652	96	101	86	88	84	71	87	68	83	67
ENSG00000198028	1	0	0	0	0	0	0	0	0	0
ENSG00000130818	33	32	25	22	25	7	2	3	4	1
ENSG00000197961	21	19	13	19	19	17	19	16	13	15
ENSG00000171469	57	59	45	51	46	32	26	38	36	31
ENSG00000212684	18	13	17	22	16	17	15	17	13	19
ENSG00000171466	33	36	34	44	30	21	25	26	16	28
ENSG00000196605	19	29	34	34	26	24	15	15	17	12
ENSG00000127452	37	48	26	40	47	37	40	43	37	58
ENSG00000200237	0	0	0	0	0	0	0	1	0	0
ENSG00000216102	0	0	0	0	0	0	0	0	0	0
ENSG00000198258	237	205	179	214	234	89	94	87	80	86
ENSG00000127445	36	30	34	32	47	28	24	23	22	18
ENSG00000105088	5	5	3	3	4	7	11	4	9	10
ENSG00000080573	19	19	29	18	22	125	150	110	127	134
ENSG00000080511	45	31	30	29	34	0	0	0	0	0
ENSG00000167798	6	10	8	8	9	891	938	906	892	1006
ENSG00000130813	93	93	61	91	85	507	525	497	468	489
ENSG00000130812	17	22	10	24	24	122	127	110	130	154
ENSG00000130810	26	28	20	27	23	16	21	18	9	17
ENSG00000209645	0	0	0	1	0	0	2	2	2	0
ENSG00000130811	119	99	95	122	114	40	58	63	53	71
ENSG00000130816	50	51	51	72	65	38	53	52	57	59
ENSG00000175898	1	1	0	3	1	2	3	3	0	2
ENSG00000105364	31	48	39	56	54	36	40	39	40	42
ENSG00000090339	101	80	67	95	82	62	47	42	46	54
ENSG00000105371	2	3	1	4	4	0	0	0	0	0
ENSG00000105376	3	3	1	3	2	0	0	0	1	0
ENSG00000167807	26	36	22	29	47	16	9	14	11	14
ENSG00000161847	52	37	48	55	79	19	21	20	21	22
ENSG00000076662	21	18	22	26	29	71	59	69	47	53
ENSG00000105397	122	139	109	179	149	90	115	106	94	128
ENSG00000105401	192	196	185	244	209	93	89	89	94	103
ENSG00000065989	21	20	16	20	22	4	5	1	5	6
ENSG00000079999	80	104	59	95	88	122	133	113	112	148
ENSG00000180739	0	3	2	2	8	4	3	8	8	10
ENSG00000130734	72	71	43	80	52	30	29	29	20	31
ENSG00000199589	0	0	0	0	0	0	0	0	0	0
ENSG00000129347	67	88	59	84	104	63	73	69	48	65
ENSG00000129355	10	18	11	13	13	6	11	10	9	4
ENSG00000129354	129	146	138	162	168	4	8	1	3	6
ENSG00000129353	496	497	452	535	514	52	40	33	40	46
ENSG00000196530	19	27	25	17	31	20	13	15	17	13
ENSG00000129351	224	267	224	255	259	82	71	72	91	86
ENSG00000213339	68	51	60	78	56	36	26	26	23	41
ENSG00000079805	286	289	226	281	308	100	102	94	72	126
ENSG00000207972	0	0	0	0	0	0	0	0	0	0
ENSG00000207752	0	0	0	0	0	0	0	0	0	0
ENSG00000099203	55	57	49	71	66	57	47	35	32	45
ENSG00000214212	0	0	0	0	0	0	2	2	1	2
ENSG00000142453	84	87	72	106	100	68	81	65	66	87
ENSG00000130733	64	52	48	57	54	28	44	34	35	42
ENSG00000142444	37	18	25	40	40	13	27	37	16	25
ENSG00000127616	304	275	245	284	296	74	79	82	72	112
ENSG00000209664	1	0	0	3	0	1	0	1	1	2
ENSG00000130164	365	345	325	390	384	288	268	278	260	284
ENSG00000161888	4	4	0	1	0	2	3	4	1	2
ENSG00000197256	238	240	246	259	274	236	225	204	225	247
ENSG00000130158	160	129	119	137	146	31	42	35	29	55
ENSG00000130173	5	5	2	8	6	84	84	84	92	112
ENSG00000130167	0	0	0	0	0	1	0	0	0	1
ENSG00000105514	17	13	12	14	16	11	1	4	1	4
ENSG00000105518	130	136	122	186	168	123	115	118	114	133
ENSG00000183401	55	55	53	90	84	47	54	45	54	70
ENSG00000105520	43	30	25	34	37	32	40	23	31	35
ENSG00000173928	14	11	7	15	15	14	14	11	10	16
ENSG00000187266	84	80	68	70	98	17	23	22	19	23
ENSG00000205517	351	339	371	360	397	49	50	49	43	60
ENSG00000202357	3	1	2	1	3	0	1	1	0	0
ENSG00000198003	15	6	6	10	7	3	3	0	2	4
ENSG00000130175	290	281	260	293	292	167	165	168	171	209
ENSG00000196361	0	0	1	3	1	0	3	2	0	1
ENSG00000161914	10	10	10	9	9	4	3	6	4	3
ENSG00000130159	66	64	54	90	74	43	38	32	32	44
ENSG00000209668	0	0	0	0	0	0	0	0	0	0
ENSG00000213304	3	2	0	1	1	1	0	2	1	0
ENSG00000213303	5	3	2	2	6	4	2	0	1	3
ENSG00000130176	19	28	26	23	24	9	6	5	13	9
ENSG00000130165	60	54	46	50	51	62	40	43	51	57
ENSG00000102575	158	137	120	161	149	8	10	7	11	8
ENSG00000198551	34	39	42	44	43	26	19	15	18	13
ENSG00000197332	4	10	9	15	7	6	8	10	8	6
ENSG00000187999	1	0	0	1	0	0	0	0	0	0
ENSG00000197933	28	26	34	20	26	24	17	34	29	34
ENSG00000197044	23	13	27	22	26	5	9	11	8	7
ENSG00000177599	10	12	14	11	10	3	6	5	10	7
ENSG00000171295	24	32	27	27	29	10	18	14	11	5
ENSG00000171291	37	40	23	35	29	6	5	2	4	4
ENSG00000198429	12	16	12	15	12	17	14	10	12	6
ENSG00000213299	4	5	1	5	3	3	1	2	0	1
ENSG00000214197	19	21	17	20	19	18	26	14	15	14
ENSG00000196757	63	58	73	64	78	63	47	43	64	48
ENSG00000197054	23	18	28	21	17	5	7	4	6	9
ENSG00000209672	0	2	0	0	1	0	0	0	0	0
ENSG00000197647	43	43	51	48	39	9	15	5	15	13
ENSG00000212497	0	0	0	0	0	1	0	0	0	0
ENSG00000209113	1	0	1	0	0	0	0	0	0	0
ENSG00000199444	0	0	0	0	0	0	0	0	0	0
ENSG00000188474	7	6	8	4	2	5	1	1	2	3
ENSG00000214189	2	2	2	3	0	0	0	0	0	1
ENSG00000209682	1	0	0	0	0	0	0	0	0	0
ENSG00000209689	0	0	0	0	0	0	0	0	0	0
ENSG00000212576	0	0	0	0	0	0	0	0	0	0
ENSG00000132010	14	14	18	19	13	6	4	3	4	4
ENSG00000213297	10	10	4	12	8	3	0	1	1	2
ENSG00000196646	14	20	21	14	24	10	7	5	2	4
ENSG00000197857	76	80	63	70	74	18	26	18	20	16
ENSG00000213293	10	14	6	16	15	17	12	20	10	24
